NBR,Season,Week,Team,PowerRank,OffenseScoringRank,OffensePassingRank,OffenseRushingRank,OffenseTotalRank,DefenseScoringRank,DefensePassingRank,DefenseRushingRank,DefenseTotalRank
1,2021,20,Cardinals,10,10,11,13,10,17,9,21,12
2,2021,20,Falcons,27,26,16,31,29,29,18,27,25
3,2021,20,Ravens,15,17,13,3,6,18,32,2,24
4,2021,20,Bills,1,3,8,6,5,1,1,15,1
5,2021,20,Panthers,26,29,29,20,30,20,3,18,2
6,2021,20,Bears,25,27,30,14,24,21,2,22,5
7,2021,20,Bengals,14,8,7,24,14,13,26,8,19
8,2021,20,Browns,19,20,27,4,18,14,5,12,4
9,2021,20,Cowboys,4,1,4,9,2,8,20,20,18
10,2021,20,Broncos,20,23,19,12,19,2,8,14,9
11,2021,20,Lions,29,25,18,18,22,31,23,28,29
12,2021,20,Packers,7,10,9,19,12,9,7,10,8
13,2021,20,Texans,31,30,28,32,32,27,22,31,31
14,2021,20,Colts,9,9,26,2,16,10,19,11,17
15,2021,20,Jaguars,32,32,23,22,27,28,17,22,20
16,2021,20,Chiefs,3,4,2,15,1,16,27,19,26
26,2021,20,Chargers,17,5,3,21,4,29,10,30,23
29,2021,20,Rams,6,6,5,23,7,12,21,5,15
23,2021,20,Raiders,23,18,6,28,9,26,12,16,13
17,2021,20,Dolphins,22,22,17,29,25,15,16,13,16
18,2021,20,Vikings,18,13,10,17,11,24,28,26,30
19,2021,20,Patriots,5,7,14,8,15,3,4,24,7
20,2021,20,Saints,12,19,32,16,28,4,14,4,6
21,2021,20,Giants,28,31,31,25,31,23,15,25,21
22,2021,20,Jets,30,28,20,26,26,32,30,29,32
24,2021,20,Eagles,16,12,21,1,13,19,11,9,10
25,2021,20,Steelers,21,21,15,30,23,22,13,32,27
27,2021,20,49ers,8,14,12,7,8,5,6,6,3
28,2021,20,Seahawks,13,16,24,9,20,11,31,17,28
30,2021,20,Buccaneers,2,2,1,27,3,7,24,3,14
31,2021,20,Titans,11,15,25,5,17,6,25,1,11
32,2021,20,Redskins,24,23,22,11,21,25,29,7,22
