NBR,Season,Week,Team,PowerRank,OffenseScoringRank,OffensePassingRank,OffenseRushingRank,OffenseTotalRank,DefenseScoringRank,DefensePassingRank,DefenseRushingRank,DefenseTotalRank
1,2023,5,Cardinals,28,18,22,6,12,25,24,24,26
2,2023,5,Falcons,25,25,32,11,24,10,5,17,7
3,2023,5,Ravens,6,12,26,4,13,3,3,7,3
4,2023,5,Bills,1,2,7,8,6,2,4,20,6
5,2023,5,Panthers,30,24,23,22,25,25,6,27,14
6,2023,5,Bears,32,22,24,13,21,31,29,18,28
7,2023,5,Bengals,16,31,29,31,32,18,14,31,24
8,2023,5,Browns,10,21,27,5,19,5,1,5,1
9,2023,5,Cowboys,2,4,14,7,11,1,2,16,2
10,2023,5,Broncos,29,10,10,20,14,32,31,32,32
11,2023,5,Lions,8,8,8,10,8,13,18,1,4
12,2023,5,Packers,19,10,19,30,27,20,11,30,21
13,2023,5,Texans,20,15,4,26,10,11,9,19,13
14,2023,5,Colts,22,14,18,14,16,22,28,23,29
15,2023,5,Jaguars,12,20,11,19,15,12,22,8,17
16,2023,5,Chiefs,3,9,6,9,3,5,8,12,8
26,2023,5,Chargers,9,7,5,12,7,27,32,13,31
29,2023,5,Rams,15,13,2,18,4,15,7,14,9
23,2023,5,Raiders,27,25,15,32,26,24,13,26,18
17,2023,5,Dolphins,5,1,1,1,1,28,25,22,26
18,2023,5,Vikings,14,16,3,28,9,19,21,15,20
19,2023,5,Patriots,18,30,12,24,17,21,10,10,10
20,2023,5,Saints,24,25,21,25,23,9,12,11,11
21,2023,5,Giants,31,32,30,23,31,30,15,25,19
22,2023,5,Jets,13,25,31,20,30,14,16,28,23
24,2023,5,Eagles,7,5,12,2,5,16,27,2,16
25,2023,5,Steelers,23,25,25,29,29,23,26,29,30
27,2023,5,49ers,4,3,9,3,2,3,17,3,5
28,2023,5,Seahawks,11,6,17,16,18,17,30,6,25
30,2023,5,Buccaneers,21,19,16,27,22,7,19,8,15
31,2023,5,Titans,17,23,28,15,28,8,23,4,12
32,2023,5,Commanders,26,17,20,17,20,29,20,21,21
