NBR,Season,Week,Team,PowerRank,OffenseScoringRank,OffensePassingRank,OffenseRushingRank,OffenseTotalRank,DefenseScoringRank,DefensePassingRank,DefenseRushingRank,DefenseTotalRank
1,2025,14,Cardinals,25,20,8,24,16,24,21,16,19
2,2025,14,Falcons,24,26,18,9,17,17,8,25,15
3,2025,14,Ravens,17,12,28,5,20,21,26,18,26
4,2025,14,Bills,8,5,10,1,2,13,1,30,8
5,2025,14,Panthers,12,27,25,8,23,16,16,19,18
6,2025,14,Bears,9,8,15,2,6,25,22,28,27
7,2025,14,Bengals,22,16,11,30,22,32,32,31,32
8,2025,14,Browns,27,29,31,27,31,14,3,10,2
9,2025,14,Cowboys,13,2,1,13,1,31,30,20,29
10,2025,14,Broncos,4,13,14,14,12,4,9,5,5
11,2025,14,Lions,19,3,7,4,3,15,17,11,14
12,2025,14,Packers,10,10,13,16,13,6,6,8,4
13,2025,14,Texans,5,21,16,23,18,1,4,4,1
14,2025,14,Colts,16,1,6,6,4,9,27,7,21
15,2025,14,Jaguars,7,11,21,11,19,12,23,1,11
16,2025,14,Chiefs,15,9,2,15,5,7,12,9,9
26,2025,14,Chargers,18,18,12,12,10,11,2,13,3
29,2025,14,Rams,1,6,4,19,8,2,14,14,13
23,2025,14,Raiders,32,31,26,32,30,26,17,15,16
17,2025,14,Dolphins,20,24,27,17,25,19,15,29,23
18,2025,14,Vikings,26,28,29,25,29,18,5,23,10
19,2025,14,Patriots,2,7,3,20,7,5,13,3,7
20,2025,14,Saints,29,30,20,29,26,22,7,21,12
21,2025,14,Giants,28,23,17,10,14,30,24,32,30
22,2025,14,Jets,23,25,32,7,27,27,10,25,17
24,2025,14,Eagles,11,19,23,22,24,9,19,24,25
25,2025,14,Steelers,21,15,24,28,28,20,28,17,28
27,2025,14,49ers,6,14,5,26,11,8,25,12,20
28,2025,14,Seahawks,3,3,9,18,9,3,11,2,6
30,2025,14,Buccaneers,14,17,19,21,21,23,29,6,22
31,2025,14,Titans,31,32,30,31,32,29,19,22,24
32,2025,14,Commanders,30,22,22,3,15,28,31,27,31
