NBR,Season,Week,Team,PowerRank,OffenseScoringRank,OffensePassingRank,OffenseRushingRank,OffenseTotalRank,DefenseScoringRank,DefensePassingRank,DefenseRushingRank,DefenseTotalRank
1,2022,7,Cardinals,22,22,16,15,16,22,20,7,12
2,2022,7,Falcons,26,8,30,3,23,19,31,9,27
3,2022,7,Ravens,4,5,24,6,9,20,28,7,25
4,2022,7,Bills,1,2,1,17,1,1,11,1,2
5,2022,7,Panthers,32,27,29,26,32,23,17,26,21
6,2022,7,Bears,29,31,32,2,28,11,3,29,16
7,2022,7,Bengals,6,15,8,27,20,10,13,21,14
8,2022,7,Browns,24,7,23,1,4,30,19,24,23
9,2022,7,Cowboys,8,23,27,16,27,3,4,19,8
10,2022,7,Broncos,16,32,21,19,22,4,5,13,3
11,2022,7,Lions,30,3,7,8,2,32,26,32,32
12,2022,7,Packers,12,24,17,13,15,15,1,27,5
13,2022,7,Texans,31,26,26,22,30,13,23,30,31
14,2022,7,Colts,18,27,5,29,14,14,10,21,10
15,2022,7,Jaguars,19,15,20,9,11,9,21,3,11
16,2022,7,Chiefs,2,1,4,20,5,25,27,4,20
26,2022,7,Chargers,13,11,3,25,7,26,18,23,18
29,2022,7,Rams,14,25,10,31,26,16,9,10,6
23,2022,7,Raiders,11,6,11,14,10,28,24,5,22
17,2022,7,Dolphins,15,17,2,30,8,27,25,11,23
18,2022,7,Vikings,10,14,9,23,19,11,29,16,26
19,2022,7,Patriots,7,11,19,10,13,7,14,17,13
20,2022,7,Saints,23,11,15,7,5,29,16,20,17
21,2022,7,Giants,21,18,31,4,25,7,8,28,15
22,2022,7,Jets,20,10,13,18,17,17,12,12,9
24,2022,7,Eagles,3,4,12,5,3,6,6,15,4
25,2022,7,Steelers,25,30,25,28,29,23,30,18,29
27,2022,7,49ers,9,19,22,12,18,2,2,2,1
28,2022,7,Seahawks,28,8,14,11,12,30,22,31,30
30,2022,7,Buccaneers,5,20,6,32,21,5,7,14,7
31,2022,7,Titans,17,21,28,21,31,21,32,5,28
32,2022,7,Commanders,27,29,18,24,24,18,15,25,19
