NBR,Season,Week,Team,PowerRank,OffenseScoringRank,OffensePassingRank,OffenseRushingRank,OffenseTotalRank,DefenseScoringRank,DefensePassingRank,DefenseRushingRank,DefenseTotalRank
1,2023,8,Cardinals,32,24,28,6,19,26,23,25,28
2,2023,8,Falcons,24,29,17,8,13,9,7,8,3
3,2023,8,Ravens,4,10,16,3,9,1,2,9,2
4,2023,8,Bills,3,3,6,14,5,5,10,23,14
5,2023,8,Panthers,31,23,24,23,24,31,9,31,19
6,2023,8,Bears,26,13,27,5,18,28,29,5,18
7,2023,8,Bengals,15,28,26,31,32,17,13,29,27
8,2023,8,Browns,9,15,31,2,20,10,1,7,1
9,2023,8,Cowboys,5,5,20,10,16,4,3,18,5
10,2023,8,Broncos,28,19,22,17,21,31,30,2,32
11,2023,8,Lions,10,8,4,11,4,19,24,30,11
12,2023,8,Packers,22,17,23,24,26,21,8,17,16
13,2023,8,Texans,18,14,5,25,12,8,26,21,25
14,2023,8,Colts,21,6,10,9,10,30,19,4,22
15,2023,8,Jaguars,8,9,14,13,14,16,31,16,26
16,2023,8,Chiefs,2,6,2,18,2,2,6,11,7
26,2023,8,Chargers,11,11,8,16,8,25,32,20,31
29,2023,8,Rams,16,16,7,15,6,14,11,24,13
23,2023,8,Raiders,27,30,18,32,27,22,5,19,10
17,2023,8,Dolphins,7,1,1,1,1,27,20,15,21
18,2023,8,Vikings,13,18,3,30,11,20,17,13,15
19,2023,8,Patriots,25,31,21,27,25,24,12,12,9
20,2023,8,Saints,19,21,12,22,17,7,4,27,4
21,2023,8,Giants,29,32,29,21,29,23,14,26,23
22,2023,8,Jets,14,22,32,12,30,13,15,1,24
24,2023,8,Eagles,6,4,9,4,3,14,18,28,6
25,2023,8,Steelers,17,26,25,28,31,17,25,3,30
27,2023,8,49ers,1,2,11,7,7,3,16,6,8
28,2023,8,Seahawks,12,11,13,20,15,12,21,10,12
30,2023,8,Buccaneers,23,26,15,29,23,6,27,14,20
31,2023,8,Titans,20,25,30,19,28,11,22,22,17
32,2023,8,Commanders,30,20,19,26,22,29,28,32,29
